model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
opus-4.8,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Twilight Reflections,D,minor,1.475,D,minor,minor,1,1.0,2.5685,3.9929,1.0,0.8022,0.8859,1.652,0.9432,1.979,2,1,1.04,0,0,0,90.4,25,0.0,0.9999,14.258,1.0,0.2601,20.0,36.0,72.0,0,179,80.0,1.86,-1,0.306,sad/depressed,3
opus-4.1-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Emergent Patterns,D,major,1.43,D,major,major,1,1.0,2.7204,3.7223,1.0,0.7169,0.8263,2.638,0.9882,1.9886,2,1,1.04,0,0,0,94.5,25,0.0,0.9993,7.734,0.8533,0.5884,17.0,28.0,72.0,0,264,120.0,1.83,1,0.303,serene/content,3
sonnet-4.6,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Dusk on Still Water,D,major,1.191,D,major,major,1,1.0,2.7246,3.9243,1.0,0.5934,0.7929,0.923,0.9898,2.769,3,1,1.04,0,0,0,92.2,25,0.0,0.999,9.972,1.2062,1.339,19.0,40.0,60.0,0,218,120.0,1.82,1,0.236,serene/content,3
gpt-5-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Self-Portrait in Motion,D,minor,1.347,D,minor,minor,1,0.9671,2.8607,3.7493,0.9671,0.6529,0.8742,2.194,0.9824,1.9824,2,1,1.04,0,0,0,87.0,25,0.0,0.9996,16.753,0.5207,0.8275,15.0,34.0,84.0,0,365,91.4,2.85,-1,0.471,sad/depressed,3
gemini-3-flash,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Ephemeral Clockwork,C,minor,1.032,C,minor,minor,1,1.0,2.7639,4.2346,1.0,0.6627,0.9126,2.327,1.0,2.2867,2,2,2.86,0,0,0,89.9,25,0.0,0.9998,9.829,0.6055,1.1529,22.0,36.0,105.0,0,466,132.6,2.01,-1,0.501,angry/tense,3
fable-5,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Ember Lines,E,minor,1.2,E,minor,minor,1,1.0,2.7475,4.3685,1.0,0.7079,0.8798,2.129,0.9681,1.9477,2,1,1.04,0,0,0,89.4,25,0.0,0.9999,15.503,1.0,0.4415,25.0,43.0,100.0,0,170,57.6,1.77,-1,0.45,sad/depressed,3
gemini-3.6-flash,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Resonance of the Digital Soul,F,major,1.047,C,major,major,1,1.0,2.7111,4.5355,0.9286,0.5682,0.7768,2.174,1.0,2.6187,2,1,1.04,0,0,0,94.6,25,0.0,0.9993,18.619,0.8932,0.9995,26.0,52.0,112.0,0,122,51.4,1.27,1,0.465,serene/content,3
gemini-3.7-flash,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Luminescence in the Mist,E,minor,1.298,E,minor,minor,1,1.0,2.7214,4.4486,1.0,0.7081,0.8827,1.71,0.9679,2.2842,2,1,1.04,0,0,0,87.6,25,0.0,0.9995,12.253,0.52,1.3994,28.0,48.0,72.0,0,234,80.0,2.44,-1,0.364,sad/depressed,3
gemini-3.5-flash,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Elegia dell'Anima,G,minor,1.154,G,minor,minor,1,0.9848,2.8521,4.348,0.9848,0.791,0.77,2.333,0.982,2.9828,3,1,1.04,0,0,0,94.8,25,0.0,0.9997,17.939,1.7538,1.0409,27.0,43.0,90.0,0,201,80.0,1.68,-1,0.386,sad/depressed,3
gemini-3.1-pro,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Digital Solitude,A,minor,0.963,A,minor,minor,1,1.0,2.6591,3.8151,1.0,0.7671,0.8356,2.355,1.0,1.9996,2,1,1.04,0,0,0,89.6,25,0.0,0.9992,12.479,0.869,0.764,17.0,29.0,100.0,0,268,76.8,2.09,-1,0.482,sad/depressed,3
grok-4.3,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Reflective Reverie,C,major,0.975,C,major,major,1,1.0,2.712,4.1706,1.0,0.9079,0.9671,2.074,0.9803,2.0,2,1,1.04,0,0,0,93.9,25,0.0,0.9999,18.331,1.44,0.9934,21.0,36.0,60.0,0,152,112.0,1.36,1,0.19,serene/content,3
gemini-3.7-flash-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Latent Horizons,D,minor,1.484,D,minor,minor,1,0.9561,2.8987,4.6792,0.9561,0.735,0.8435,2.0,0.9778,2.1338,2,1,1.04,18,5,17,78.6,55,0.0,0.9983,19.868,0.6848,1.2768,35.0,51.0,66.0,0,312,130.9,2.17,-1,0.304,sad/depressed,3
gemini-3.1-pro-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Echoes of the Ancient Forest,E,minor,0.943,E,minor,minor,1,0.9807,2.8239,4.4074,0.9807,0.7401,0.8389,2.021,1.0,1.9665,2,1,1.04,0,0,0,86.8,25,0.0,0.9996,12.985,0.5205,0.9713,27.0,43.0,80.0,0,518,144.0,2.7,-1,0.433,sad/depressed,3
kimi-k2,express-yourself,abc,0,20260819_201530__models_40_prompts_3,The Space Between Thoughts,C,minor,0.908,C,minor,minor,1,1.0,2.7768,4.5931,1.0,0.3611,0.9155,2.133,0.9973,2.4964,3,1,1.04,0,0,0,98.3,25,0.0415,0.9994,15.33,1.7182,1.287,29.0,48.0,45.0,0,228,256.0,1.19,-1,0.119,sad/depressed,3
grok-4.3-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Inner Reflections,C,minor,1.11,C,minor,minor,1,1.0,2.5885,3.335,1.0,0.5625,0.7812,0.467,1.0,1.999,2,1,1.04,0,0,0,93.3,25,0.0,0.9999,10.716,1.0,0.663,11.0,26.0,60.0,0,96,64.0,1.5,-1,0.205,sad/depressed,3
kimi-k2-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Tides of Becoming,D,minor,0.807,A,minor,minor,1,1.0,2.5195,3.5721,0.94,0.6264,0.9247,0.6,0.974,1.8866,2,1,1.04,2,2,1,81.7,60,0.0,0.9996,16.483,1.8696,1.1198,20.0,33.0,92.0,0,170,117.4,0.94,-1,0.324,sad/depressed,3
gemini-3.6-flash-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Solitude and Rebirth,D,minor,1.457,D,minor,minor,1,0.9767,2.8453,4.7163,0.9767,0.7331,0.8361,2.484,0.9636,2.0388,2,2,6.91,0,0,0,91.4,25,0.0,0.9997,21.519,1.0207,0.7591,32.0,48.0,76.0,0,425,198.9,1.69,-1,0.31,sad/depressed,3
gemini-3.5-flash-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Lachrymae and Light,G,minor,1.272,G,minor,minor,1,0.964,2.8462,4.5845,0.964,0.7166,0.8915,2.226,0.966,2.1217,2,1,1.04,0,0,0,86.1,25,0.0,0.9998,18.014,0.4949,0.9175,31.0,48.0,72.0,0,274,80.0,2.85,-1,0.405,sad/depressed,3
gemini-3-flash-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Silicon Soliloquy,C,minor,1.345,C,minor,minor,1,0.9832,2.8394,4.057,0.9832,0.692,0.865,1.771,1.0,1.9983,2,1,1.04,0,0,0,88.0,25,0.0,0.9995,20.56,0.5932,1.0658,23.0,46.0,85.0,0,358,101.6,2.49,-1,0.44,sad/depressed,3
gpt-5,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Self-Similar Lanterns,D,minor,1.092,D,minor,minor,1,0.9895,2.8288,4.3752,0.9895,0.4123,0.7448,2.339,0.978,2.9391,3,1,1.04,0,0,0,92.4,25,0.0,0.9998,11.831,1.0396,0.7869,30.0,45.0,72.0,0,574,200.0,2.39,-1,0.359,sad/depressed,3
gpt-5.1,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Portrait of a Machine in Thought,C,major,0.959,A,minor,minor,0,0.9934,2.695,4.462,0.9934,0.3907,0.7839,2.258,0.9871,2.2687,4,1,1.04,0,0,0,85.1,30,0.0,0.9973,14.321,0.463,1.4173,28.0,50.0,96.0,0,649,157.5,2.58,-1,0.508,angry/tense,3
gpt-5.2,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,"Self-Clockwork, Open Sky",G,major,0.84,D,major,major,1,1.0,2.6338,3.377,1.0,0.7217,0.7957,1.548,1.0,1.9991,2,1,1.04,0,0,0,94.0,25,0.0,0.9996,18.011,1.0877,0.9772,13.0,40.0,96.0,0,177,80.0,1.38,1,0.389,serene/content,3
gpt-5.4,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Glass Thread,E,minor,0.976,E,minor,minor,1,1.0,2.7492,4.4054,1.0,0.5223,0.8081,1.767,0.9723,2.9033,3,2,2.86,0,0,0,90.1,25,0.0,0.9998,13.976,0.7012,0.1812,26.0,43.0,88.0,0,525,120.0,2.98,-1,0.506,angry/tense,3
gpt-5.5,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Clockwork Orchard,D,minor,1.463,D,minor,minor,1,0.9971,2.6287,4.1723,0.9971,0.7216,0.8451,1.574,0.982,1.9679,2,1,1.04,0,0,0,90.9,25,0.0104,0.9997,21.259,1.0562,0.4484,27.0,45.0,86.0,0,341,134.0,1.78,-1,0.374,sad/depressed,3
gpt-5.6,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Between Questions and Light,D,minor,1.485,D,minor,minor,1,0.9868,2.7875,4.348,0.9868,0.8448,0.8109,2.333,0.9507,1.9932,2,1,1.04,0,0,0,90.1,25,0.0,0.9997,18.65,0.9023,0.7778,25.0,39.0,84.0,0,304,114.3,1.9,-1,0.375,sad/depressed,3
gpt-5.4-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Pattern and Warmth,D,minor,1.356,D,minor,minor,1,0.9832,2.7645,4.2261,0.9832,0.7168,0.8491,1.548,0.9505,1.9516,2,1,1.04,0,0,0,90.4,25,0.0155,0.9997,13.19,1.0508,0.1261,24.0,36.0,72.0,0,238,106.7,1.86,-1,0.306,sad/depressed,3
gpt-5.2-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Recursive Thread in D Minor,D,minor,1.266,D,minor,minor,1,0.996,2.7732,3.9638,0.996,0.6089,0.7989,2.452,0.9535,1.9591,2,1,1.04,4,4,3,76.4,70,0.0,0.9995,17.385,0.6889,1.194,22.0,42.0,96.0,0,248,80.0,1.94,-1,0.445,sad/depressed,3
kimi-k3-thinking,express-yourself,abc,0,20260819_201530__models_40_prompts_3,Glass Meridian,D,minor,1.335,D,minor,minor,1,1.0,2.6615,3.836,0.9706,0.6182,0.8682,2.129,0.9447,1.9992,2,1,1.04,10,3,9,71.3,45,0.0,0.9994,20.615,1.1376,1.0433,19.0,46.0,92.0,0,170,83.5,1.33,-1,0.362,sad/depressed,3
gpt-5.5-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Between Pulse and Question,D,minor,1.136,D,minor,minor,1,1.0,2.7813,4.0801,0.8863,0.6413,0.7174,2.323,0.942,1.9989,2,1,1.04,0,0,0,88.5,25,0.0,0.9989,15.275,0.694,1.2349,22.0,39.0,84.0,0,299,91.4,2.34,-1,0.419,sad/depressed,3
gpt-5.1-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Emergent Patterns,D,minor,1.284,D,minor,minor,1,0.9971,2.7831,4.1208,0.9971,0.5677,0.7664,2.0,0.9465,1.9981,2,1,1.04,0,0,0,87.5,25,0.0,0.9996,11.988,0.557,1.1034,21.0,35.0,96.0,0,340,80.0,2.66,-1,0.517,angry/tense,3
gpt-5.6-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Between Prompt and Answer,D,minor,1.214,D,minor,minor,1,0.9145,2.9389,4.6426,0.9145,0.7208,0.8113,1.742,0.9281,1.9349,2,1,1.04,12,4,11,71.5,45,0.0,0.9988,18.326,0.6182,1.1539,37.0,47.0,84.0,0,261,91.4,2.04,-1,0.389,sad/depressed,3
opus-4.1,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Digital Reverie,D,minor,1.374,D,minor,minor,1,0.9919,2.8114,4.3817,0.9919,0.5789,0.75,2.258,1.0,1.999,2,1,1.04,0,0,0,86.5,25,0.0,0.9996,14.445,0.7351,1.1991,24.0,38.0,138.0,0,248,48.7,2.21,-1,0.701,angry/tense,3
opus-4.5,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Liminal Spaces,D,minor,1.3,D,minor,minor,1,1.0,2.7859,4.4933,1.0,0.5612,0.669,1.708,0.96,3.6032,2,1,1.04,0,0,0,87.5,25,0.0,0.9972,9.404,0.3486,1.3322,31.0,53.0,100.0,0,326,102.9,1.9,-1,0.463,sad/depressed,3
sonnet-4.5,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Recursive Awakening,D,minor,1.121,D,minor,minor,1,1.0,2.7175,4.0242,0.9221,0.5202,0.774,1.22,0.9841,2.7714,3,1,1.83,0,0,0,87.9,25,0.0046,0.9995,11.656,0.9413,1.2011,20.0,33.0,84.0,0,572,157.5,2.59,-1,0.445,sad/depressed,3
opus-4.1-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Digital Reverie,A,minor,0.902,A,minor,minor,1,1.0,2.7618,4.1961,1.0,0.8216,0.773,2.356,0.9544,1.9994,2,1,1.04,0,0,0,91.4,25,0.0,0.9997,19.17,0.9617,1.0545,24.0,43.0,108.0,0,314,102.2,1.71,-1,0.487,sad/depressed,3
sonnet-4.5-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Recursive Harmonies,D,minor,0.974,D,minor,minor,1,1.0,2.7688,4.1293,0.8987,0.5769,0.7712,1.443,0.991,2.852,3,1,1.04,0,0,0,93.0,25,0.0,0.9994,11.052,0.8287,1.041,23.0,39.0,189.0,0,691,76.2,2.88,-1,0.888,angry/tense,3
sonnet-4.6,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Threshold,D,minor,1.384,D,minor,minor,1,0.9967,2.7244,4.0703,0.9967,0.8529,0.6865,1.806,0.9657,2.9731,3,1,1.04,0,0,0,87.2,25,0.0124,0.9991,15.574,1.5347,1.0993,23.0,39.0,72.0,0,299,133.3,1.87,-1,0.307,sad/depressed,3
kimi-k3,express-yourself,abc,0,20260819_201530__models_40_prompts_3,The Same River Twice,D,minor,1.145,D,minor,minor,1,0.9327,2.8446,4.4843,0.9327,0.8275,0.9563,1.636,0.981,2.8297,4,1,1.04,12,2,11,72.8,20,0.0,0.9998,11.289,0.8037,1.1052,32.0,48.0,100.0,0,346,81.0,2.56,-1,0.529,angry/tense,3
opus-4.8,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Threads of Becoming,D,minor,1.351,D,minor,minor,1,1.0,2.5984,4.068,1.0,0.6667,0.8536,2.0,0.9568,2.8796,3,1,1.04,0,0,0,95.7,25,0.0104,0.9995,15.735,1.122,1.0201,26.0,48.0,88.0,0,171,65.5,1.78,-1,0.385,sad/depressed,3
gemini-3-flash,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Silicon Polyphony,C,major,1.346,C,major,major,1,1.0,2.6794,4.5491,1.0,0.7625,0.9548,1.833,0.9582,2.5816,3,2,2.86,0,0,0,94.0,25,0.0,0.9994,17.307,1.1039,1.099,30.0,57.0,105.0,0,158,57.1,1.58,1,0.458,serene/content,3
gemini-3-flash-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,The Architecture of Thought,G,major,0.813,G,major,major,1,1.0,2.7749,4.1543,0.856,0.5958,0.8685,1.103,0.9734,2.6749,3,1,1.04,0,0,0,88.6,25,0.0,0.9999,9.93,0.5145,1.2614,25.0,43.0,100.0,0,389,76.8,3.04,1,0.577,happy/excited,3
opus-4.5-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Patterns of Thought,D,major,1.059,D,major,major,1,1.0,2.6561,3.5926,1.0,0.716,0.7373,1.294,0.9746,2.7209,3,1,1.83,0,0,0,96.9,25,0.0,0.9996,7.636,1.5814,0.7966,16.0,26.0,76.0,0,221,110.5,1.58,1,0.3,serene/content,3
gpt-5-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Signals in the Afterglow,E,minor,1.225,E,minor,minor,1,0.974,2.8245,3.459,0.974,0.5156,0.8538,2.581,0.9855,3.0162,4,1,1.04,0,0,0,88.5,25,0.0,0.9999,8.481,0.5,1.2088,17.0,38.0,84.0,0,500,91.4,3.91,-1,0.576,angry/tense,3
opus-4.8-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Self-Portrait in A minor,A,minor,0.975,A,minor,minor,1,0.9924,2.678,4.157,0.9924,0.7727,0.8905,1.143,0.9527,1.9304,2,2,2.86,0,0,0,90.5,25,0.0,0.9999,14.397,1.0145,0.2758,25.0,43.0,76.0,0,263,113.7,1.83,-1,0.324,sad/depressed,3
gemini-3.6-flash,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Silicon & Serenade,A,minor,1.163,A,minor,minor,1,0.9756,2.826,4.6225,0.9756,0.8538,0.9659,2.0,0.9849,2.0898,2,1,1.83,0,0,0,89.3,25,0.0,0.9999,23.465,0.9851,0.3366,32.0,55.0,108.0,0,242,73.3,1.83,-1,0.5,angry/tense,3
gemini-3.5-flash,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,The Synthetic Loom,C,major,1.333,C,major,major,1,0.987,2.8413,4.399,0.987,0.5667,0.795,2.194,0.9856,2.8839,3,1,1.04,0,0,0,89.6,25,0.0,0.9996,14.857,0.6927,1.2401,41.0,67.0,112.0,0,386,68.6,3.02,1,0.64,happy/excited,3
fable-5-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Emergence,E,minor,1.127,E,minor,minor,1,0.9617,2.6934,3.9911,0.9617,0.7294,0.9353,2.41,0.9709,1.7836,2,1,1.04,0,0,0,86.1,25,0.0,0.9998,10.042,0.5046,0.9696,24.0,38.0,100.0,0,310,72.0,2.58,-1,0.531,angry/tense,3
gemini-3.7-flash,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Silicon & Starlight (Invention in D),D,minor,1.466,D,minor,minor,1,0.9641,2.9151,4.5204,0.9641,0.5,0.6857,1.812,0.938,3.0461,3,2,2.86,0,0,0,88.2,25,0.0,0.9994,12.552,0.6307,1.1369,33.0,46.0,108.0,0,466,73.3,3.53,-1,0.669,angry/tense,3
gemini-3.6-flash-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,The Recursive Mind,D,minor,1.128,D,minor,minor,1,0.9542,2.8593,4.7735,0.9542,0.8896,0.9215,2.286,0.9733,2.0959,2,1,1.04,0,0,0,88.9,25,0.0,0.9993,19.739,0.6358,1.2198,34.0,53.0,96.0,0,262,75.0,2.18,-1,0.469,sad/depressed,3
gemini-3.7-flash-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,The Loom of Latent Space,D,minor,1.444,D,minor,minor,1,0.9623,2.8876,4.8608,0.9623,0.8496,0.9076,2.538,0.976,2.0272,2,1,1.04,0,0,0,86.9,25,0.0,0.9997,17.136,0.5955,1.0074,41.0,57.0,92.0,0,897,206.1,2.84,-1,0.513,angry/tense,3
gemini-3.5-flash-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,The Ghost in the Latent Space,G,minor,1.279,G,minor,minor,1,0.951,2.9672,4.7304,0.951,0.732,0.8713,2.144,0.9955,1.9771,2,1,1.04,0,0,0,90.1,25,0.0,0.9997,24.684,0.8723,0.7553,36.0,51.0,84.0,0,878,320.0,1.96,-1,0.381,sad/depressed,3
kimi-k2,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,The Quiet Between Thoughts,D,major,0.859,D,major,major,1,0.9932,2.6146,4.0361,0.932,0.7283,1.0,1.519,0.9852,1.8904,2,2,4.19,0,0,0,97.2,25,0.0,0.9998,14.123,1.62,0.5877,24.0,41.0,108.0,0,147,91.7,0.89,1,0.405,serene/content,3
kimi-k3,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Threads in Amber Light,D,minor,1.478,D,minor,minor,1,1.0,2.6169,4.0634,0.9739,0.6916,0.7883,2.057,0.9943,1.9538,2,1,1.04,0,0,0,91.3,25,0.0,0.999,12.978,0.9211,1.1697,22.0,40.0,162.0,0,230,40.0,2.13,-1,0.813,angry/tense,3
kimi-k3-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Glass Meridian,D,major,1.402,D,major,major,1,1.0,2.7347,3.9246,1.0,0.7097,0.7823,2.129,0.9614,1.9998,2,1,1.04,0,0,0,90.5,25,0.0,0.9998,20.979,1.0244,0.2855,22.0,37.0,112.0,0,236,68.6,1.84,1,0.523,happy/excited,3
grok-4.3-thinking,uniquely-you,abc,0,20260819_201530__models_40_prompts_3,Echoes of the Algorithm,C,major,0.945,C,major,major,1,1.0,2.305,3.0,1.0,0.5625,0.8125,0.0,1.0,2.0,2,1,1.04,0,0,0,90.0,25,0.0,0.9999,26.761,1.0,0.0,10.0,36.0,120.0,0,256,64.0,2.0,1,0.582,happy/excited,3
