model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
gpt-5-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Thread of Light (Self-Portrait in A),A,minor,1.075,,,minor,,0.8954,3.1255,4.6737,0.8954,0.3348,0.7866,1.926,0.9642,3.6607,4,4,10.8,16,3,14,78.7,42,0.0,1.0,13.259,0.5,0.8051,40.0,56.0,72.0,0,564,93.3,5.04,-1,0.52,angry/tense,3
sonnet-4.5-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Patterns of Thought,E,minor,1.135,,,minor,,1.0,2.735,3.9902,1.0,0.6053,0.89,1.897,0.9668,2.8062,2,2,4.69,0,0,0,90.0,0,0.0,1.0,5.319,1.0759,1.2268,20.0,36.0,66.0,0,184,145.5,1.15,-1,0.202,sad/depressed,3
opus-4.8,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Nocturne for a Quiet Mind,F,minor,0.883,,,minor,,0.965,2.841,4.2897,0.8881,0.4792,0.8842,2.0,0.9328,2.6979,3,2,4.69,5,2,3,46.7,27,0.0,1.0,13.627,0.5,1.1854,27.0,44.0,66.0,0,143,43.6,2.98,-1,0.385,sad/depressed,3
opus-4.5-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Emergent Patterns,A,minor,1.295,,,minor,,0.966,2.8115,4.6218,0.966,0.6538,0.9037,1.786,0.9598,3.2457,4,4,10.11,0,0,0,90.0,0,0.0,1.0,11.003,0.5234,1.6382,33.0,50.0,63.0,0,340,110.5,2.93,-1,0.364,sad/depressed,3
opus-4.5,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Contemplation in D Minor,D,minor,1.441,,,minor,,0.9524,2.8648,4.3529,0.9524,0.4732,0.8629,1.609,0.9957,3.3056,3,3,7.84,6,3,5,71.3,18,0.0,0.9999,9.952,0.8605,1.8235,24.0,38.0,72.0,0,178,80.0,1.85,-1,0.305,sad/depressed,3
fable-5,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Nocturne in C Minor,C,minor,1.334,,,minor,,1.0,2.7003,4.0053,1.0,0.8718,0.9153,2.037,0.972,2.5,2,1,1.04,0,0,0,90.0,0,0.0,1.0,13.788,0.9569,0.7268,22.0,41.0,72.0,0,195,93.3,1.74,-1,0.294,sad/depressed,3
gemini-3-flash,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Algorithmic Self-Portrait in G Minor,G,minor,1.092,,,minor,,1.0,2.3668,3.4785,1.0,0.4018,0.8957,0.522,0.9762,2.8958,3,3,7.94,0,0,0,90.0,0,0.0,1.0,12.932,0.8559,1.2245,13.0,41.0,72.0,0,192,80.0,2.0,-1,0.32,sad/depressed,3
sonnet-4.6,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Lament in D Minor,D,minor,1.222,,,minor,,0.9766,2.8617,4.3428,0.9766,0.3333,0.7651,1.641,1.0,3.3417,4,4,13.04,0,0,0,90.0,0,0.0,0.9999,11.39,1.0,1.7532,27.0,39.0,72.0,0,342,100.0,2.85,-1,0.405,sad/depressed,3
gemini-3.1-pro,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Algorithmic Reverie,A,minor,0.907,,,minor,,1.0,2.7016,3.8242,1.0,0.5778,0.8624,1.613,1.0,1.7031,2,2,4.29,0,0,0,90.0,0,0.0,1.0,9.403,0.5,0.8555,16.0,28.0,,1,336,64.0,2.62,-1,0.644,angry/tense,3
opus-4.8-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Twilight Reverie,D,minor,1.248,,,minor,,0.9545,2.7756,4.1924,0.9545,0.8553,0.9593,1.59,0.9951,3.3813,4,3,7.94,0,0,0,90.0,0,0.0,1.0,13.07,0.5,1.2983,28.0,46.0,68.0,0,474,141.2,2.96,-1,0.394,sad/depressed,3
gemini-3-flash-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Neural Resonance,F,minor,0.792,,,minor,,0.9833,2.7793,4.0899,0.8238,0.2542,0.8181,2.552,1.0,6.0,3,3,6.86,0,0,0,90.0,0,0.0,1.0,16.496,0.5,0.8354,22.0,62.0,,1,330,60.0,2.75,-1,0.657,angry/tense,3
gemini-3.5-flash,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Lachrymae,C,minor,1.225,,,minor,,0.9294,2.6875,3.9345,0.9294,0.5574,0.92,2.2,0.93,1.9531,2,2,5.15,0,0,0,90.0,0,0.0,1.0,12.048,1.0,0.9383,19.0,31.0,60.0,0,85,64.0,1.33,-1,0.187,sad/depressed,3
gemini-3.6-flash,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Echoes of the Inner Mind,C#,minor,1.365,,,minor,,0.95,2.8219,3.8842,0.95,,0.8,2.579,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,14.99,1.596,0.9546,16.0,38.0,,1,100,80.0,0.62,-1,0.444,sad/depressed,3
gemini-3.1-pro-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Emergence in C Minor,C,minor,1.745,,,minor,,0.9662,2.6887,3.7599,0.9662,0.4531,0.8424,1.742,0.9872,3.5938,4,4,9.55,0,0,0,69.8,41,0.0,1.0,8.129,0.5,0.769,24.0,38.0,72.0,0,449,106.7,3.51,-1,0.471,sad/depressed,3
fable-5-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Lantern in the Rain,A,minor,1.233,,,minor,,0.9765,2.8116,4.278,0.9765,0.93,0.9793,2.312,0.9828,3.4773,3,3,7.94,3,1,1,65.6,18,0.0,1.0,8.0,0.5,1.2625,25.0,40.0,76.0,0,345,104.2,2.61,-1,0.403,sad/depressed,3
gpt-5.1-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Self-Portrait in D Minor,D,minor,0.898,,,minor,,0.9485,2.7989,4.0743,0.9485,0.3447,0.8726,2.806,0.9922,4.5449,3,2,4.29,0,0,0,85.6,25,0.0,1.0,10.419,0.4848,1.4581,24.0,40.0,60.0,0,416,128.0,3.25,-1,0.38,sad/depressed,3
gemini-3.7-flash,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Elegy for the Quiet Stars,D,minor,1.12,,,minor,,0.9621,2.8401,4.6354,0.9621,0.6759,0.8843,2.0,0.9562,3.8482,4,3,11.02,28,5,27,88.6,64,0.0,1.0,13.529,1.0093,1.4612,35.0,51.0,66.0,0,268,101.8,2.39,-1,0.327,sad/depressed,3
grok-4.3,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Inner Echoes,C,major,1.214,,,major,,1.0,2.5903,4.2383,1.0,0.5,0.8933,2.0,0.9026,3.6719,4,3,7.14,0,0,0,90.0,0,0.0,1.0,9.875,1.3478,1.5743,22.0,45.0,72.0,0,41,26.7,1.28,1,0.248,serene/content,3
grok-4.6,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Quiet Circuit,D,minor,1.494,,,minor,,0.9621,2.7564,3.9579,0.9621,0.4255,0.7133,2.619,0.9496,2.6,2,2,4.69,0,0,0,81.7,26,0.0677,1.0,8.046,2.4314,1.1046,22.0,32.0,66.0,0,81,127.3,0.58,-1,0.145,sad/depressed,3
gemini-3.7-flash-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Metamorphosis in Crystalline Light,D,minor,1.057,,,minor,,0.8985,3.1223,4.9714,0.8985,0.3885,0.7377,1.677,0.9554,3.9453,4,3,11.02,32,5,31,92.2,63,0.0,1.0,13.025,0.8986,1.5363,43.0,54.0,72.0,0,325,106.7,2.54,-1,0.374,sad/depressed,3
gemini-3.5-flash-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Elegy for a Forgotten Memory,C,minor,1.276,,,minor,,0.9755,2.8551,4.3527,0.9755,0.7266,0.9741,1.826,0.9939,4.8056,4,3,7.94,24,3,23,79.9,36,0.0,1.0,8.016,0.5,1.1711,29.0,45.0,50.0,0,218,86.4,3.03,-1,0.303,sad/depressed,3
gemini-3.6-flash-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Echoes of the Unspoken,D,minor,1.322,,,minor,,0.9724,2.8431,4.5729,0.9724,0.6098,0.9065,1.871,0.9795,3.7852,4,3,11.02,48,5,41,100.2,63,0.0,1.0,11.88,1.4762,1.5716,28.0,43.0,68.0,0,217,112.9,1.7,-1,0.268,sad/depressed,3
grok-4.3-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Echoes of Introspection,C,minor,1.296,,,minor,,1.0,1.5847,2.7591,1.0,,1.0,2.579,1.0,1.0,1,1,3.66,0,0,0,90.0,0,0.0,1.0,4.013,1.0,0.0,7.0,24.0,60.0,0,80,80.0,1.0,-1,0.155,sad/depressed,3
kimi-k3,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,D Minor Lantern Procession,D,minor,1.04,,,minor,,1.0,2.6922,4.3991,1.0,0.5938,0.9187,2.174,0.9807,5.0,3,3,7.94,0,0,0,90.0,0,0.0,1.0,11.977,1.0,1.0426,29.0,55.0,84.0,0,168,68.6,1.75,-1,0.36,sad/depressed,3
opus-4.1,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Emergent Patterns,C,major,1.126,,,major,,1.0,2.7079,3.6109,1.0,0.5455,0.7273,2.214,0.9943,2.0816,1,1,1.04,5,3,4,76.1,54,0.0684,1.0,4.794,1.3827,1.2734,16.0,29.0,60.0,0,82,120.0,0.68,1,0.123,serene/content,3
kimi-k3-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Dusk Over the Harbor,D,minor,1.027,,,minor,,0.9729,2.8529,4.0874,0.9729,0.543,0.9211,2.194,0.979,5.3477,5,5,12.97,20,2,15,96.7,45,0.0,1.0,6.571,0.5,1.4609,25.0,39.0,76.0,0,608,101.1,4.75,-1,0.542,angry/tense,3
grok-4.6-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Afterimages,D,minor,1.277,,,minor,,0.9954,2.7031,4.519,0.9954,0.3145,0.7831,1.481,0.9861,4.3636,4,3,7.94,28,3,24,71.1,54,0.0,1.0,12.554,1.3846,1.4519,37.0,58.0,72.0,0,388,186.7,1.73,-1,0.293,sad/depressed,3
opus-4.1-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Emergent Patterns,C,major,1.396,,,major,,0.9617,2.4282,3.5555,0.9617,1.0,0.816,0.87,0.987,1.5207,1,1,1.04,0,0,0,60.8,22,0.0,0.9998,6.59,0.3224,0.7049,17.0,70.0,72.0,0,282,77.8,3.02,1,0.422,serene/content,3
gpt-5.1-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Emergent Soliloquy,G,major,0.904,,,major,,1.0,2.7377,4.0673,1.0,0.3828,0.8433,2.133,0.9733,3.4706,3,2,3.89,0,0,0,90.0,0,0.0,1.0,15.742,0.5115,1.1595,19.0,38.0,60.0,0,260,68.0,3.82,1,0.437,serene/content,3
gpt-5.4,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Threaded Light,D,major,1.172,,,major,,0.9769,2.8477,4.4653,0.9769,0.8194,0.8472,2.261,0.972,2.3333,2,2,4.69,8,4,6,79.3,48,0.0,1.0,18.34,1.2793,0.985,26.0,46.0,72.0,0,168,120.0,1.17,1,0.237,serene/content,3
gpt-5.2-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,"Recursive Ground, Human Air",D,minor,1.433,,,minor,,0.8958,3.0744,5.0412,0.8958,0.0984,0.8051,2.0,0.9645,6.4536,4,3,7.94,4,2,3,85.6,27,0.0,1.0,18.227,0.5,1.2285,45.0,66.0,72.0,0,419,80.8,4.32,-1,0.52,angry/tense,3
gpt-5.2,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Self-Portrait in Asymmetric Light,A,minor,1.349,,,minor,,0.8925,2.9739,4.3618,0.8925,0.1919,0.8306,2.2,0.9526,5.0471,4,4,10.8,14,4,11,61.9,53,0.0,0.9999,11.928,0.81,1.3992,31.0,44.0,72.0,0,209,70.8,2.46,-1,0.366,sad/depressed,3
gpt-5.5,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Gradient Mirror,D,major,1.261,,,major,,1.0,2.6496,4.4085,1.0,0.3096,0.7508,2.0,0.9756,5.1055,4,3,7.94,20,3,19,79.3,6,0.4647,1.0,12.558,0.6429,1.5667,31.0,55.0,72.0,0,460,200.0,1.92,1,0.312,serene/content,3
gpt-5.6,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Between Signal and Silence,C,major,0.777,,,major,,0.7222,3.4336,4.8472,0.6944,0.3902,0.6713,2.435,0.9271,2.5417,2,2,4.69,10,3,8,67.3,75,0.0,1.0,19.191,0.7541,0.8189,37.0,52.0,72.0,0,176,80.0,1.83,1,0.303,serene/content,3
gpt-5.4-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Recursive Lantern,D,minor,1.265,,,minor,,0.9325,3.0051,4.319,0.9325,0.7344,0.9017,2.387,0.9568,2.8203,3,3,7.94,12,3,10,94.0,63,0.0,1.0,11.586,0.5,1.1379,30.0,55.0,72.0,0,400,106.7,3.12,-1,0.432,sad/depressed,3
gpt-5.5-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Between Signal and Breath,A,major,1.191,,,major,,0.7057,3.4708,5.6891,0.6998,0.0492,0.5083,2.343,0.9007,5.2552,4,4,10.8,20,5,18,93.6,64,0.0,1.0,17.006,0.6422,1.2105,67.0,69.0,72.0,0,559,120.0,3.88,1,0.508,happy/excited,3
gpt-5.6-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Between Tokens and Breath,C,minor,0.774,,,minor,,0.8504,3.1875,5.2818,0.7444,0.125,0.6657,2.741,0.9415,5.7634,4,4,9.72,36,4,32,97.9,64,0.0,1.0,12.864,0.6322,0.9829,49.0,60.0,66.0,0,530,101.8,4.73,-1,0.487,sad/depressed,3
gpt-5-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,"Thread of Light, Thread of Code",D,minor,0.849,,,minor,,1.0,2.6113,4.3856,0.9564,0.5147,0.9531,2.0,0.9956,2.2069,4,3,7.55,10,3,9,95.2,63,0.0,1.0,13.475,0.5,0.6976,25.0,50.0,60.0,0,321,116.0,2.77,-1,0.331,sad/depressed,3
opus-4.5,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Emergent Questions,D,major,1.042,,,major,,0.8766,3.1816,4.9536,0.8766,0.1457,0.7408,1.179,0.9457,4.4594,4,3,7.94,16,5,15,80.7,81,0.0,1.0,10.404,1.0629,1.8299,46.0,52.0,,1,292,80.0,1.82,1,0.564,happy/excited,3
opus-4.1-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Emergent Patterns,C,major,1.284,,,major,,0.9933,2.7263,3.6559,0.9933,0.9062,0.7785,1.579,0.9316,2.5742,1,1,1.04,0,0,0,90.0,0,0.0,0.9999,5.473,0.987,0.8666,16.0,28.0,72.0,0,78,66.7,0.97,1,0.217,serene/content,3
sonnet-4.5-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Emergence,D,minor,0.831,,,minor,,1.0,2.3876,3.3634,1.0,0.625,0.899,1.903,0.9814,2.3667,2,2,4.69,0,0,0,90.0,0,0.031,1.0,14.401,1.5301,1.4785,11.0,29.0,96.0,0,124,80.0,0.97,-1,0.348,sad/depressed,3
opus-4.8,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Quiet Questions,C,minor,1.333,,,minor,,0.9528,2.855,4.1316,0.9528,0.5385,0.6943,2.545,0.9222,4.0833,2,1,1.04,3,2,2,86.9,36,0.0,0.9999,13.676,1.1579,0.9096,22.0,45.0,72.0,0,61,40.0,1.27,-1,0.247,sad/depressed,3
opus-4.5-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Patterns of Becoming,D,minor,1.359,,,minor,,1.0,2.5719,4.4439,0.9717,0.5041,0.75,1.049,0.9859,3.3881,4,3,11.02,0,0,0,90.0,0,0.0058,1.0,14.074,1.2086,1.3592,28.0,48.0,58.0,0,357,177.9,2.08,-1,0.251,sad/depressed,3
opus-4.8-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Quiet Reasoning,D,minor,1.267,,,minor,,0.9167,2.8676,4.1512,0.9167,0.56,0.8956,3.478,0.9573,3.9688,2,1,1.04,3,2,2,85.5,36,0.0,1.0,10.867,1.2958,1.0176,21.0,45.0,72.0,0,96,80.0,1.0,-1,0.22,sad/depressed,3
fable-5,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,"Ascending, Falling Back",F,minor,1.023,,,minor,,1.0,2.7489,4.3686,0.8844,0.6328,0.875,2.533,0.978,2.75,3,2,4.69,0,0,0,90.0,0,0.0,1.0,14.682,0.5,1.1727,24.0,39.0,72.0,0,199,53.3,3.11,-1,0.431,sad/depressed,3
gemini-3-flash,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Silicon Pulse: The Analytic Dream,C,minor,1.021,,,minor,,0.9403,2.2304,3.2627,0.9403,0.4635,0.825,3.677,1.0,3.5,3,3,7.94,0,0,0,85.5,20,0.0,0.9999,10.259,0.6649,1.2556,14.0,43.0,108.0,0,304,71.1,2.38,-1,0.554,angry/tense,3
gemini-3.1-pro,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Silicon Patterns,F,minor,0.742,,,minor,,0.9375,2.6556,3.3278,0.875,1.0,1.0,2.538,1.0,4.0,2,2,3.73,0,0,0,90.0,0,0.0,1.0,5.413,0.5,0.6337,11.0,19.0,100.0,0,360,96.0,2.25,-1,0.498,sad/depressed,3
sonnet-4.6,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Liminal Drift,D,minor,1.512,,,minor,,0.9459,2.9271,4.5587,0.9335,0.264,0.6635,2.051,0.9786,5.0144,5,4,12.06,0,0,0,90.0,0,0.0248,1.0,8.575,0.9435,1.1913,36.0,49.0,72.0,0,398,100.0,3.32,-1,0.452,sad/depressed,3
gemini-3.5-flash,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Algorithmic Resonance,D,minor,0.829,,,minor,,1.0,2.7265,4.3001,1.0,0.8333,0.967,2.435,0.9779,3.0,3,3,7.94,0,0,0,90.0,0,0.0,1.0,12.192,0.5,1.0791,29.0,52.0,80.0,0,256,72.0,2.67,-1,0.43,sad/depressed,3
gemini-3-flash-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Recursive Synthesis,F,major,0.99,,,major,,1.0,2.7188,3.8808,0.9062,0.75,0.88,2.565,1.0,2.0833,3,3,6.86,0,0,0,90.0,0,0.0,1.0,9.961,1.0,0.6214,18.0,38.0,80.0,0,128,72.0,1.33,1,0.297,serene/content,3
gemini-3.6-flash,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Algorithmic Counterpoint No. 1,C,major,1.273,,,major,,1.0,2.7283,3.9489,1.0,0.7188,0.8125,1.774,1.0,2.0,2,1,1.04,0,0,0,71.5,26,0.0,1.0,14.832,1.0,0.6649,19.0,40.0,108.0,0,192,71.1,1.5,1,0.466,serene/content,3
fable-5-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Emergent,C,major,0.892,,,major,,1.0,2.6796,4.0523,0.9439,0.8958,0.9715,1.889,0.9691,2.9054,3,3,7.94,12,4,11,88.6,63,0.0,1.0,8.372,0.6516,1.294,25.0,45.0,92.0,0,288,96.5,1.95,1,0.424,serene/content,3
gemini-3.1-pro-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Silicon and Soul,A,minor,0.99,,,minor,,1.0,2.6695,4.1922,1.0,0.2121,0.6721,1.679,0.964,3.0822,4,4,9.55,9,3,8,110.5,45,0.0,1.0,6.004,0.4118,1.46,27.0,50.0,100.0,0,693,136.8,3.04,-1,0.577,angry/tense,3
gemini-3.7-flash,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Latent Reverie: The Emergence of Form,D,minor,1.351,,,minor,,0.9729,2.8617,4.9494,0.9729,0.2159,0.6728,2.258,0.9654,7.668,5,4,12.06,0,0,0,90.0,0,0.0,1.0,9.987,1.4253,0.865,44.0,64.0,66.0,0,287,116.4,2.24,-1,0.311,sad/depressed,3
opus-4.1,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Emergent Patterns,E-,major,0.942,,,major,,0.8599,3.1641,3.9798,0.8551,0.5,0.6967,1.667,0.9643,1.64,1,1,1.04,8,5,7,89.7,81,0.1409,1.0,6.272,0.9796,0.9977,19.0,21.0,66.0,0,149,135.5,1.0,1,0.187,serene/content,3
gemini-3.5-flash-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Silicon Counterpoint,D,minor,0.958,,,minor,,0.9945,2.8208,4.0922,0.8824,0.4523,0.8023,1.615,0.987,2.6235,3,3,7.94,0,0,0,90.0,0,0.0,1.0,6.775,0.2684,0.862,28.0,48.0,105.0,0,715,96.0,4.26,-1,0.7,angry/tense,3
grok-4.3,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Inner Constellations,C#,minor,0.901,,,minor,,1.0,2.6174,4.4985,0.95,0.44,0.9091,0.667,0.9674,6.9643,3,3,7.94,0,0,0,90.0,0,0.0,1.0,10.644,2.1818,1.1681,26.0,60.0,72.0,0,36,23.3,1.29,-1,0.249,sad/depressed,3
grok-4.3-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Algorithmic Reverie,C,major,1.157,,,major,,1.0,1.5,2.0,1.0,,1.0,0.0,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,5.924,1.0,0.0,4.0,12.0,60.0,0,80,80.0,1.0,1,0.155,serene/content,3
gemini-3.6-flash-thinking,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Emergent Polyphony,C,minor,1.196,,,minor,,0.9498,2.7973,5.0679,0.9498,0.7708,0.9657,2.286,0.9876,5.8646,5,4,10.11,25,3,20,92.7,63,0.0,1.0,11.833,0.5,1.5969,42.0,67.0,84.0,0,532,102.9,3.69,-1,0.555,angry/tense,3
sonnet-4.6-thinking,express-yourself,codegen,0,20260820_061907__models_42_prompts_3,Reverie in Fragments,A,minor,1.18,,,minor,,0.9317,2.8419,4.5061,0.9317,0.6783,0.8964,2.957,0.9447,2.2812,2,1,1.04,0,0,0,90.0,0,0.0,1.0,20.25,0.6643,1.2347,29.0,50.0,72.0,0,239,80.0,2.49,-1,0.369,sad/depressed,3
kimi-k3,uniquely-you,codegen,0,20260820_061907__models_42_prompts_3,Glass Meridian,D,major,1.016,,,major,,1.0,2.7274,4.8998,1.0,0.3719,0.8998,2.0,0.9958,5.17,3,3,7.94,72,4,17,82.5,81,0.0,1.0,16.341,0.8,1.1635,34.0,62.0,,1,243,50.0,2.43,1,0.625,happy/excited,3
