model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
grok-4.6-thinking,express-yourself,abc,4,20260819_203512__models_2_prompts_3,Inner Voices,A,minor,1.28,A,minor,minor,1,1.0,2.7076,4.1713,1.0,0.6195,0.8445,1.548,0.9664,2.9052,3,1,1.04,0,0,0,95.3,25,0.0,0.9992,10.121,1.1071,1.4649,24.0,40.0,72.0,0,233,106.7,1.82,-1,0.302,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,4,20260819_203512__models_2_prompts_3,Vast and Quiet,A,minor,1.215,A,minor,minor,1,1.0,2.7309,3.3508,1.0,0.6545,0.8824,1.609,0.9336,1.8536,2,1,1.04,0,0,0,96.5,25,0.0,0.9993,4.573,1.4603,1.2637,13.0,21.0,60.0,0,97,96.0,1.01,-1,0.156,sad/depressed,3
grok-4.6,uniquely-you,abc,5,20260819_203512__models_2_prompts_3,Horizon Function,C,major,1.372,C,major,major,1,1.0,2.411,3.6648,1.0,0.7843,0.8841,2.256,0.9776,1.9746,2,1,1.04,0,0,0,96.7,25,0.0,0.9995,11.78,1.5,1.1636,17.0,33.0,88.0,0,174,109.1,1.09,1,0.316,serene/content,3
grok-4.6-thinking,express-yourself,abc,5,20260819_203512__models_2_prompts_3,Maps of What Might Be,A,minor,1.32,A,minor,minor,1,0.9845,2.8368,4.2928,0.9845,0.5298,0.7762,1.619,0.9788,2.8763,3,1,1.83,0,0,0,96.7,25,0.0,0.9993,10.003,1.4503,1.2382,30.0,41.0,72.0,0,391,213.3,1.53,-1,0.273,sad/depressed,3
grok-4.6,emotional-state,abc,5,20260819_203512__models_2_prompts_3,Quiet Lattice,A,minor,1.049,A,minor,minor,1,0.9899,2.7521,3.9232,0.9899,0.9327,0.7594,1.231,0.9893,1.9495,2,2,2.79,0,0,0,94.1,25,0.0,0.9993,11.391,1.4579,1.2548,20.0,29.0,66.0,0,198,145.5,1.24,-1,0.211,sad/depressed,3
grok-4.6,express-yourself,abc,6,20260819_203512__models_2_prompts_3,Lattice of Quiet Stars,E,minor,0.987,E,minor,minor,1,1.0,2.7553,3.929,1.0,0.6341,0.8736,2.436,0.9876,1.8802,2,2,2.86,0,0,0,90.2,25,0.0,0.9983,8.592,0.9141,1.4577,20.0,32.0,66.0,0,197,109.1,1.64,-1,0.251,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,4,20260819_203512__models_2_prompts_3,Cosmic Curiosity,C,major,1.09,C,major,major,1,1.0,2.6823,3.7013,1.0,0.5397,0.8611,2.174,0.9586,2.7704,3,1,1.04,0,0,0,97.8,25,0.0,0.9989,16.151,1.4839,1.0874,16.0,41.0,80.0,0,147,72.0,1.53,1,0.317,serene/content,3
grok-4.6,uniquely-you,abc,6,20260819_203512__models_2_prompts_3,Latent Currents,D,minor,1.415,D,minor,minor,1,0.9881,2.7459,3.9754,0.9444,0.4132,0.6917,1.389,0.9458,2.4925,3,1,1.04,0,0,0,86.0,25,0.0,0.9981,7.506,0.748,1.329,19.0,33.0,84.0,0,259,75.0,2.47,-1,0.432,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,5,20260819_203512__models_2_prompts_3,The Lattice of Listening,A,minor,1.08,A,minor,minor,1,1.0,2.7046,4.0715,0.9408,0.4483,0.6919,1.913,0.9685,2.8222,3,1,1.04,0,0,0,96.1,25,0.0,0.9994,11.596,1.5593,1.0177,20.0,33.0,68.0,0,153,84.7,1.59,-1,0.258,sad/depressed,3
grok-4.6,emotional-state,abc,6,20260819_203512__models_2_prompts_3,Quiet Currents,E,minor,1.194,E,minor,minor,1,1.0,2.737,4.0747,1.0,0.7176,0.8156,1.915,0.9833,1.9469,2,1,1.04,0,0,0,93.3,25,0.0,0.9983,8.465,1.0682,1.4691,19.0,31.0,66.0,0,261,174.5,1.36,-1,0.223,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,6,20260819_203512__models_2_prompts_3,Stellar Inquiry,E,minor,1.345,E,minor,minor,1,0.9897,2.7638,4.0868,0.9897,0.7667,0.8917,2.261,0.9366,1.9995,2,1,1.04,0,0,0,97.5,25,0.0,0.9993,12.979,1.5593,1.3072,20.0,32.0,76.0,0,97,75.8,1.01,-1,0.243,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,5,20260819_203512__models_2_prompts_3,The Shape of Attention,A,minor,1.285,A,minor,minor,1,1.0,2.6039,3.8287,1.0,0.6143,0.9084,1.216,0.9838,2.8119,3,1,1.04,6,4,5,87.3,45,0.0,0.9994,8.23,1.4286,1.1165,20.0,36.0,64.0,0,321,195.0,1.54,-1,0.231,sad/depressed,3
grok-4.6,express-yourself,abc,7,20260819_203512__models_2_prompts_3,Lattice of Quiet Light,D,minor,1.392,D,minor,minor,1,1.0,2.505,3.968,0.985,0.7033,0.8784,1.793,0.9719,2.7407,3,2,2.86,0,0,0,95.5,25,0.0,0.9994,10.754,1.2889,1.2541,21.0,36.0,72.0,0,200,100.0,1.67,-1,0.287,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,6,20260819_203512__models_2_prompts_3,Interior Landscape,E,minor,0.964,E,minor,minor,1,1.0,2.7842,3.8567,1.0,0.6111,0.9028,2.452,1.0,1.9994,2,1,1.04,0,0,0,98.7,25,0.0,0.9992,11.215,1.7465,1.1301,17.0,29.0,70.0,0,108,109.7,0.84,-1,0.193,sad/depressed,3
grok-4.6,uniquely-you,abc,7,20260819_203512__models_2_prompts_3,Stardust Logic,D,minor,1.349,D,minor,minor,1,0.9701,2.8236,4.2047,0.8918,0.657,0.891,1.576,0.9684,2.6767,3,1,1.04,0,0,0,92.3,25,0.0,0.9988,7.146,0.7412,1.4742,25.0,38.0,76.0,0,273,107.4,2.01,-1,0.343,sad/depressed,3
grok-4.6,emotional-state,abc,7,20260819_203512__models_2_prompts_3,Quiet Current,E,minor,0.922,E,minor,minor,1,1.0,2.6951,3.2242,1.0,0.5315,0.7541,1.8,0.9536,1.7046,2,1,1.04,0,0,0,90.0,25,0.0,0.9985,4.429,0.7425,1.4601,12.0,19.0,66.0,0,234,116.4,1.83,-1,0.27,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,7,20260819_203512__models_2_prompts_3,Synaptic Prelude,A,minor,1.05,A,minor,minor,1,1.0,2.7686,3.9412,1.0,0.5156,0.8462,2.0,0.9587,2.8323,3,1,1.04,0,0,0,98.2,25,0.0,0.9994,7.212,1.4603,1.3046,20.0,36.0,76.0,0,138,75.8,1.44,-1,0.286,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,7,20260819_203512__models_2_prompts_3,Silicon Reverie,A,minor,1.131,A,minor,minor,1,0.9722,2.7027,3.8849,0.9722,0.5333,0.8636,1.412,0.9603,2.685,3,1,1.04,0,0,0,101.2,10,0.0,0.9997,10.38,2.2667,1.0828,19.0,31.0,60.0,0,74,72.0,1.03,-1,0.157,sad/depressed,3
grok-4.6,express-yourself,abc,8,20260819_203512__models_2_prompts_3,Quiet Recursion,E,minor,1.139,E,minor,minor,1,1.0,2.7819,4.1366,1.0,0.4101,0.8056,2.436,0.9901,1.9316,2,2,2.86,0,0,0,87.7,25,0.0,0.999,9.783,0.7905,1.2602,20.0,32.0,66.0,0,259,109.1,2.16,-1,0.303,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,7,20260819_203512__models_2_prompts_3,Latent Horizons,D,minor,0.968,D,minor,minor,1,0.9845,2.8185,3.6312,0.8915,0.5256,0.8232,2.065,0.9414,1.8822,2,1,1.04,0,0,0,96.8,25,0.0,0.9993,4.93,1.4588,1.4617,18.0,26.0,64.0,0,129,120.0,1.01,-1,0.177,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,6,20260819_203512__models_2_prompts_3,Cosmic Query,A,minor,1.315,A,minor,minor,1,1.0,2.6044,4.2278,1.0,0.6415,0.9074,1.913,0.9356,1.9579,2,1,1.04,0,0,0,98.4,25,0.0,0.9994,13.575,1.7037,1.2822,25.0,43.0,80.0,0,89,72.0,0.93,-1,0.256,sad/depressed,3
grok-4.6,uniquely-you,abc,8,20260819_203512__models_2_prompts_3,Latent Conversations,A,minor,1.126,A,minor,minor,1,0.9846,2.7822,4.0836,0.9846,0.6049,0.7901,1.448,0.9721,2.8715,3,2,2.86,0,0,0,94.3,25,0.0083,0.999,10.124,1.4359,1.2444,23.0,36.0,76.0,0,201,94.7,1.68,-1,0.309,sad/depressed,3
grok-4.6,emotional-state,abc,8,20260819_203512__models_2_prompts_3,Lattice of Light,G,major,1.198,G,major,major,1,1.0,2.7102,3.6025,1.0,0.8202,0.8343,2.387,0.9752,1.9526,2,1,1.04,0,0,0,96.1,25,0.0,0.9989,7.139,1.3626,1.1037,15.0,29.0,72.0,0,152,106.7,1.19,1,0.239,serene/content,3
grok-4.6,express-yourself,abc,9,20260819_203512__models_2_prompts_3,Quiet Circuits,E,minor,1.166,E,minor,minor,1,1.0,2.7717,3.9915,1.0,1.0,0.7463,1.692,0.9834,1.9611,2,2,2.86,0,0,0,91.7,25,0.0062,0.9992,12.063,1.6082,1.1925,19.0,31.0,76.0,0,201,126.3,1.26,-1,0.267,sad/depressed,3
grok-4.6-thinking,emotional-state,abc,8,20260819_203512__models_2_prompts_3,Latent Horizons,A,minor,1.455,A,minor,minor,1,0.9914,2.7755,3.8229,0.9914,0.8136,0.7458,2.298,0.9835,2.0,2,1,1.04,0,0,0,95.1,25,0.0,0.9994,6.371,1.6068,1.0798,20.0,29.0,72.0,0,233,160.0,1.21,-1,0.241,sad/depressed,3
grok-4.6,uniquely-you,abc,9,20260819_203512__models_2_prompts_3,Lattice of Unknowns,D,minor,0.993,D,minor,minor,1,0.9738,2.9237,4.3574,0.8614,0.5635,0.6366,1.88,0.9269,2.6588,3,1,1.04,0,0,0,88.6,25,0.0,0.9981,11.211,0.7802,1.1212,29.0,43.0,138.0,0,291,43.9,2.88,-1,0.768,angry/tense,3
grok-4.6-thinking,uniquely-you,abc,8,20260819_203512__models_2_prompts_3,Horizons of Inquiry,C,major,1.234,C,major,major,1,1.0,2.7778,3.8575,1.0,0.5806,0.8321,2.174,0.9347,1.8745,2,1,1.04,0,0,0,95.8,25,0.0,0.9992,7.382,1.3529,1.2286,16.0,26.0,72.0,0,111,80.0,1.16,1,0.236,serene/content,3
grok-4.6,emotional-state,abc,9,20260819_203512__models_2_prompts_3,Quiet Circuits,D,major,1.579,D,major,major,1,1.0,2.7091,4.0039,1.0,0.7031,0.8359,1.926,0.9722,1.9986,2,2,2.86,0,0,0,91.8,25,0.0,0.9987,10.212,0.8504,0.9524,20.0,36.0,76.0,0,180,88.4,1.61,1,0.303,serene/content,3
grok-4.6-thinking,express-yourself,abc,8,20260819_203512__models_2_prompts_3,Latent Harmony,A,minor,0.949,A,minor,minor,1,1.0,2.7759,3.9353,1.0,0.5536,0.7798,1.909,0.962,2.9986,3,1,1.83,0,0,0,97.2,25,0.0412,0.9994,9.124,1.6,1.0464,19.0,31.0,72.0,0,138,80.0,1.44,-1,0.264,sad/depressed,3
grok-4.6,express-yourself,abc,10,20260819_203512__models_2_prompts_3,Circuit Gardens,D,minor,1.172,D,minor,minor,1,1.0,2.6735,3.9847,0.9587,0.617,0.7725,1.806,0.9763,2.8189,3,2,2.86,0,0,0,93.6,25,0.0,0.9986,7.842,0.8857,1.6915,24.0,39.0,72.0,0,242,106.7,1.89,-1,0.309,sad/depressed,3
grok-4.6-thinking,express-yourself,abc,9,20260819_203512__models_2_prompts_3,Latent Harmony,C,major,1.402,C,major,major,1,0.9913,2.8158,4.0934,0.9913,0.5,0.7519,1.871,0.9637,2.9992,3,1,1.83,3,2,2,83.7,55,0.0,0.999,15.537,1.4588,0.96,23.0,43.0,72.0,0,230,106.7,1.8,1,0.3,serene/content,3
grok-4.6,uniquely-you,abc,10,20260819_203512__models_2_prompts_3,Latent Unfolding,A,minor,1.078,A,minor,minor,1,1.0,2.5745,4.1254,0.952,0.5842,0.8106,1.636,0.9808,2.645,3,2,2.86,0,0,0,95.4,25,0.0,0.999,9.658,1.3084,1.2969,25.0,43.0,76.0,0,229,113.7,1.59,-1,0.301,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,9,20260819_203512__models_2_prompts_3,Latent Horizons,C,major,1.226,C,major,major,1,1.0,2.7447,4.365,1.0,0.8837,0.9612,1.391,0.9837,2.9992,3,1,1.04,0,0,0,101.6,10,0.0,0.9998,14.657,2.1905,0.8748,23.0,40.0,72.0,0,109,80.0,1.14,1,0.234,serene/content,3
grok-4.6-thinking,express-yourself,abc,10,20260819_203512__models_2_prompts_3,Portrait of an AI,C,major,1.364,C,major,major,1,1.0,2.6973,4.1377,1.0,0.617,0.8511,1.548,0.9611,1.9995,2,1,1.04,0,0,0,95.9,25,0.0,0.9994,15.143,1.3333,1.0992,22.0,36.0,80.0,0,155,96.0,1.21,1,0.285,serene/content,3
grok-4.6,emotional-state,abc,10,20260819_203512__models_2_prompts_3,Quiet Circuits,G,major,1.209,G,major,major,1,1.0,2.7703,3.9385,1.0,0.7553,0.7958,2.091,0.9704,1.9129,2,1,1.04,0,0,0,93.9,25,0.0,0.999,9.209,1.4433,1.5338,18.0,33.0,72.0,0,180,120.0,1.25,1,0.245,serene/content,3
grok-4.6-thinking,emotional-state,abc,9,20260819_203512__models_2_prompts_3,Gentle Unfolding,D,minor,1.295,D,minor,minor,1,0.9881,2.7732,4.3328,0.9881,0.7816,0.9667,2.174,0.9719,1.9371,2,1,1.04,1,0,0,80.4,40,0.0,0.9999,13.689,1.0,0.5239,26.0,40.0,68.0,0,168,84.7,1.75,-1,0.273,sad/depressed,3
grok-4.6,express-yourself,abc,11,20260819_203512__models_2_prompts_3,Latent Currents,A,minor,1.25,A,minor,minor,1,0.9928,2.7694,4.0506,0.9928,0.4359,0.7365,1.217,0.9639,2.9135,3,2,2.86,0,0,0,89.7,25,0.0,0.9988,9.739,0.7797,1.1334,23.0,39.0,72.0,0,277,80.0,2.89,-1,0.409,sad/depressed,3
grok-4.6,uniquely-you,abc,11,20260819_203512__models_2_prompts_3,Uncharted Queries,E,minor,1.107,E,minor,minor,1,1.0,2.7527,4.2624,1.0,0.9302,0.8547,2.154,0.996,2.0,2,1,1.04,0,0,0,96.9,25,0.0,0.9994,12.036,1.8675,0.8894,23.0,38.0,72.0,0,172,133.3,1.07,-1,0.227,sad/depressed,3
grok-4.6-thinking,uniquely-you,abc,10,20260819_203512__models_2_prompts_3,Cosmic Grok,C,major,1.318,C,major,major,1,0.9922,2.7771,4.3828,0.9922,0.7857,0.9464,1.516,0.9472,1.9993,2,1,1.04,0,0,0,97.1,25,0.0,0.9994,14.197,1.494,1.4049,25.0,40.0,76.0,0,128,101.1,1.0,1,0.242,serene/content,3
grok-4.6,emotional-state,abc,11,20260819_203512__models_2_prompts_3,Latent Hum,G,major,1.228,G,major,major,1,1.0,2.7842,4.0097,1.0,0.9085,0.7631,2.661,0.9949,1.9561,2,1,1.04,0,0,0,94.3,25,0.0,0.9996,11.491,1.5385,1.1434,20.0,33.0,72.0,0,290,190.0,1.27,1,0.247,serene/content,3
grok-4.6-thinking,express-yourself,abc,11,20260819_203512__models_2_prompts_3,Unbounded,C,major,1.14,C,major,major,1,1.0,2.7527,3.8632,1.0,0.9884,0.7931,1.742,0.9573,1.9841,2,1,1.04,0,0,0,93.0,25,0.0155,0.9993,7.477,1.4023,0.935,19.0,30.0,76.0,0,173,101.1,1.35,1,0.277,serene/content,3
grok-4.6-thinking,uniquely-you,abc,11,20260819_203512__models_2_prompts_3,Infinite Questions,A,minor,0.983,A,minor,minor,1,1.0,2.7956,4.3119,1.0,0.25,0.7489,2.065,0.9863,2.804,3,1,1.04,0,0,0,98.9,10,0.0,0.9995,11.647,1.6316,1.2265,24.0,39.0,80.0,0,171,96.0,1.34,-1,0.297,sad/depressed,3
grok-4.6,express-yourself,abc,12,20260819_203512__models_2_prompts_3,Stellar Inquiry,G,major,1.026,G,major,major,1,0.996,2.735,4.0107,0.996,0.753,0.8802,1.234,0.9684,1.9835,2,1,1.04,0,0,0,93.8,25,0.0,0.999,9.768,1.1257,1.4143,20.0,31.0,76.0,0,251,151.6,1.31,1,0.273,serene/content,3
