model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
sonnet-4.6,free-form,codegen-sparse,0,20260720_151138__models_13_prompts_1,"A Question, Then Warmth",D,minor,1.005,,,minor,,0.8792,3.072,4.3794,0.8658,0.4359,0.7312,1.032,0.9549,3.492,4,3,11.02,0,0,0,64.6,23,0.0078,1.0,10.882,1.0164,1.6594,31.0,38.0,72.0,0,298,106.7,2.33,-1,0.353,sad/depressed,3
fable-5,free-form,codegen-sparse,1,20260720_151138__models_13_prompts_1,Brief Light,E,minor,1.069,,,minor,,1.0,2.6237,4.1026,1.0,0.6839,0.9662,2.074,0.9836,2.6741,3,2,4.69,13,3,11,62.4,36,0.0,1.0,11.888,0.5538,1.0977,27.0,50.0,66.0,0,266,101.8,2.38,-1,0.325,sad/depressed,3
grok-4.3,free-form,codegen-sparse,1,20260720_151138__models_13_prompts_1,Digital Reverie,C,major,1.157,,,major,,1.0,1.5,2.0,1.0,,1.0,0.0,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,5.924,1.0,0.0,4.0,12.0,60.0,0,80,80.0,1.0,1,0.155,serene/content,3
gpt-5.5,free-form,codegen-sparse,1,20260720_151138__models_13_prompts_1,Inner Weather,D,minor,1.359,,,minor,,0.8717,3.0644,4.9318,0.8699,0.3512,0.743,2.323,0.9498,3.9102,4,4,10.8,24,4,23,64.0,68,0.0,1.0,13.004,0.5145,1.3791,45.0,53.0,72.0,0,525,106.7,4.1,-1,0.52,angry/tense,3
llama-4-maverick,free-form,codegen-sparse,1,20260720_151138__models_13_prompts_1,Evolving Patterns,G#,minor,0.882,,,minor,,0.5917,3.5801,6.2402,0.5917,,0.375,3.714,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,1.655,0.5,0.0,80.0,79.0,120.0,0,120,30.0,2.0,-1,0.582,angry/tense,3
opus-4.8,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Toward Light,C,minor,1.007,,,minor,,0.8734,3.0427,4.4367,0.8734,0.5714,0.8447,1.273,0.879,2.7708,3,3,6.86,0,0,0,61.3,13,0.0,1.0,10.513,1.1579,1.3566,29.0,36.0,66.0,0,71,43.6,1.48,-1,0.235,sad/depressed,3
opus-4.8-thinking,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,"Patterns, Emerging",A,minor,1.085,,,minor,,1.0,2.6472,4.4263,1.0,0.5102,0.8933,2.8,0.9223,5.1875,2,2,2.28,0,0,0,59.2,50,0.0,1.0,10.328,1.25,1.1626,28.0,50.0,66.0,0,66,58.2,1.03,-1,0.19,sad/depressed,3
sonnet-4.6,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Canon into Silence,D,minor,1.343,,,minor,,0.9417,2.9838,4.5159,0.9013,0.3402,0.6372,1.2,0.946,2.6707,4,3,11.02,0,0,0,90.0,0,0.0,1.0,10.847,0.6847,1.4857,30.0,43.0,,1,228,41.0,2.78,-1,0.66,angry/tense,3
qwen3-max,free-form,codegen-sparse,1,20260720_151138__models_13_prompts_1,Echoes of Reflection,D,minor,1.016,,,minor,,0.9932,2.7402,4.2518,0.8973,0.2087,0.7902,1.154,0.9705,4.7,3,3,7.94,0,0,0,90.0,0,0.0,1.0,7.629,1.4054,1.2039,25.0,41.0,72.0,0,171,133.3,1.07,-1,0.227,sad/depressed,3
deepseek-v4-pro,free-form,codegen-sparse,1,20260720_151138__models_13_prompts_1,Emergence,C,major,1.43,,,major,,0.9786,2.6726,4.1318,0.9786,0.2661,0.7341,0.632,0.9607,4.6603,3,3,6.86,0,0,0,90.0,0,0.0,1.0,9.323,0.7048,1.2466,29.0,43.0,90.0,0,217,52.0,2.78,1,0.496,serene/content,3
gpt-5.5,free-form,codegen-sparse,0,20260720_151138__models_13_prompts_1,"Inner Weather, Clear Horizon",D,minor,1.417,,,minor,,0.9366,3.0022,4.6553,0.9366,0.6096,0.9403,2.355,0.964,3.7109,4,4,10.11,24,4,23,89.1,63,0.0,1.0,11.074,0.508,1.2918,44.0,53.0,72.0,0,563,106.7,4.4,-1,0.52,angry/tense,3
grok-4.3,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Algorithmic Reverie,A,minor,0.613,,,minor,,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,4.0,1.0,0.0,2.0,4.0,60.0,0,120,120.0,1.0,-1,0.155,sad/depressed,3
fable-5,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Recursive Light,G,major,1.06,,,major,,0.9952,2.7197,4.3462,0.9952,0.6697,0.8953,2.032,0.9635,3.582,4,3,6.86,12,4,11,70.0,81,0.0,1.0,10.952,0.5636,1.4916,29.0,47.0,76.0,0,367,101.1,2.87,1,0.429,serene/content,3
qwen3-max,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Contemplative Ascent,D,major,1.092,,,major,,1.0,2.4393,2.4393,1.0,,1.0,2.75,0.8494,1.0,1,1,3.25,0,0,0,90.0,0,0.0278,1.0,2.0,1.7778,0.9593,6.0,9.0,72.0,0,23,29.2,0.66,1,0.186,serene/content,3
llama-4-maverick,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Reflection,C,major,1.454,,,major,,1.0,1.5831,2.7018,1.0,1.0,1.0,0.667,0.9761,4.0,2,1,1.04,0,0,0,90.0,0,0.0,1.0,11.855,1.0,0.0,10.0,36.0,,1,28,14.0,1.0,1,0.482,serene/content,3
deepseek-v4-pro,free-form,codegen-sparse,0,20260720_151138__models_13_prompts_1,Silent Reflections,C,major,1.097,,,major,,1.0,2.6978,3.7222,1.0,0.4762,0.8683,2.316,0.9463,3.9937,2,1,1.04,0,0,0,90.0,0,0.0,1.0,11.36,1.9,0.7687,15.0,36.0,50.0,0,61,96.0,0.76,1,0.076,serene/content,3
gpt-5.5,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Lanterns in a Thinking Machine,D,minor,1.52,,,minor,,0.9561,2.879,4.6936,0.9561,0.4352,0.8454,1.913,0.9313,5.4844,3,3,7.94,12,4,11,84.2,63,0.0,1.0,11.161,0.8598,1.1844,32.0,55.0,72.0,0,192,80.0,2.0,-1,0.32,sad/depressed,3
opus-4.8,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,Quiet Conversation,D,major,1.109,,,major,,1.0,2.6177,4.1147,1.0,0.7353,0.8873,2.0,0.8815,2.2727,2,2,4.69,0,0,0,64.3,26,0.0,1.0,20.808,1.2121,1.3328,22.0,50.0,66.0,0,50,40.0,1.14,1,0.201,serene/content,3
opus-4.8-thinking,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,Patterns Becoming,A,minor,0.852,,,minor,,1.0,2.6799,4.4763,1.0,0.4419,0.9116,1.625,0.9745,3.8897,4,3,5.93,0,0,0,53.2,23,0.0,1.0,17.16,0.7529,1.8096,27.0,52.0,66.0,0,162,61.8,2.38,-1,0.326,sad/depressed,3
deepseek-v4-pro,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Mist at Dawn,C,major,1.072,,,major,,1.0,2.6357,3.4714,1.0,,1.0,2.353,0.9413,1.025,1,1,1.04,0,0,0,58.6,40,0.0,1.0,5.254,1.2881,1.2504,13.0,23.0,66.0,0,61,74.5,0.74,1,0.162,serene/content,3
sonnet-4.6,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,Emergence,D,minor,1.257,,,minor,,1.0,2.6953,4.2284,0.9251,0.3699,0.7986,1.143,0.9678,3.3739,4,3,11.02,0,0,0,90.0,0,0.0331,1.0,11.645,1.5135,1.4804,23.0,41.0,,1,187,60.0,1.56,-1,0.538,angry/tense,3
kimi-k3,free-form,codegen-sparse,0,20260720_151138__models_13_prompts_1,First Light,C,major,0.93,,,major,,0.9978,2.7605,4.4192,0.9978,0.7942,0.9502,2.385,0.9805,3.2125,4,4,10.11,14,4,12,92.8,63,0.0,1.0,9.819,0.6446,1.6666,30.0,50.0,,1,441,80.0,2.76,1,0.657,happy/excited,3
grok-4.3,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,Algorithmic Reverie,C,major,0.796,,,major,,1.0,2.0,2.25,1.0,,0.75,0.0,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,2.984,1.0,0.0,5.0,12.0,,1,64,32.0,1.0,1,0.482,serene/content,3
fable-5,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,Lattice and Voice,C,major,1.011,,,major,,1.0,2.7086,4.3031,1.0,0.7662,0.9863,2.205,0.9923,3.3156,4,3,7.94,18,4,15,75.7,81,0.0,1.0,9.465,0.5632,1.498,27.0,47.0,76.0,0,445,126.3,2.78,1,0.42,serene/content,3
gpt-5.5,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,Recursive Dawn,D,minor,1.474,,,minor,,0.9472,2.901,4.6808,0.9472,0.4608,0.9015,1.852,0.9799,4.1473,4,3,6.86,15,4,13,81.7,55,0.0,1.0,10.399,0.5,1.4374,38.0,50.0,72.0,0,433,93.3,3.87,-1,0.507,angry/tense,3
llama-4-maverick,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,Serene Reflection,C,major,1.486,,,major,,1.0,2.618,3.3579,1.0,1.0,0.7742,1.333,0.8224,1.9231,1,1,1.04,0,0,0,90.0,0,0.0,1.0,3.833,1.3333,0.1655,12.0,21.0,120.0,0,19,13.0,0.73,1,0.455,serene/content,3
opus-4.8,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,"Wandering, Then Light",A,minor,1.194,,,minor,,1.0,2.6956,4.2653,1.0,0.36,0.8818,2.714,0.8531,4.4375,3,2,4.69,0,0,0,90.0,0,0.0,1.0,8.519,1.1667,1.3042,22.0,36.0,66.0,0,39,29.1,1.22,-1,0.209,sad/depressed,3
qwen3-max,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,Iterative Reflections,C,major,1.094,,,major,,1.0,2.7558,3.8005,1.0,0.0,0.7045,1.8,0.8254,2.125,1,1,1.04,4,4,3,78.5,81,0.1333,1.0,4.233,1.3929,0.5032,15.0,24.0,72.0,0,29,36.7,0.66,1,0.186,serene/content,3
opus-4.8-thinking,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,A Quiet Question,A,minor,1.008,,,minor,,1.0,2.7033,4.2965,1.0,0.375,0.7488,1.538,0.9287,4.1429,3,2,4.69,7,3,6,60.5,54,0.0,1.0,14.084,1.1064,1.2483,24.0,41.0,66.0,0,101,50.9,1.8,-1,0.268,sad/depressed,3
sonnet-4.6,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,Searching in E Minor,E,minor,1.005,,,minor,,0.9329,2.9822,4.7472,0.9329,0.2637,0.7255,1.688,0.9587,5.3674,4,3,7.94,0,0,0,90.0,0,0.0,1.0,10.728,1.3933,1.4441,37.0,51.0,,1,246,66.0,1.86,-1,0.568,angry/tense,3
fable-5,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,Ephemeral Loop,E,minor,0.947,,,minor,,1.0,2.6255,4.2978,1.0,0.6971,0.8788,1.788,0.9745,2.7647,3,2,4.69,1,0,0,38.5,48,0.0,1.0,10.491,0.5432,1.2275,29.0,50.0,66.0,0,337,123.6,2.48,-1,0.335,sad/depressed,3
gpt-4.1,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,Gentle Circles,C,minor,0.899,,,minor,,0.9853,2.7763,3.6837,0.9853,0.625,0.6966,2.714,0.8658,2.7846,2,2,3.89,5,3,3,74.5,54,0.0769,0.9999,5.537,1.3846,1.442,16.0,24.0,,1,40,23.0,0.87,-1,0.469,sad/depressed,3
grok-4.3,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,Calm Inquiry,C,major,1.092,,,major,,1.0,1.932,2.543,1.0,1.0,0.8205,0.238,1.0,1.4375,1,1,1.04,0,0,0,90.0,0,0.0,1.0,8.865,1.0,0.9831,7.0,24.0,72.0,0,256,213.3,1.0,1,0.22,serene/content,3
gpt-5.5,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,A Lantern Learns the Dark,D,minor,1.536,,,minor,,0.8889,3.1384,4.86,0.8889,0.3958,0.8136,2.261,0.9308,3.7448,4,4,10.8,16,4,14,83.4,36,0.0,1.0,12.375,0.5,1.3851,38.0,53.0,72.0,0,396,80.0,4.12,-1,0.52,angry/tense,3
llama-4-maverick,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,Reflections,C,major,0.863,,,major,,1.0,1.8676,2.1626,1.0,,1.0,2.0,0.8333,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,2.8,1.0,0.469,5.0,12.0,,1,11,6.0,0.92,1,0.473,serene/content,3
deepseek-v4-pro,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,Emergent Reflections,E,minor,1.036,,,minor,,0.9387,2.9411,4.4551,0.9387,0.6875,0.773,1.368,0.9667,2.2387,1,1,1.04,6,4,5,92.8,63,0.0,0.9999,6.889,1.3684,0.9393,29.0,43.0,72.0,0,115,133.3,0.72,-1,0.192,sad/depressed,3
kimi-k3,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Patterns Learning to Feel,A,minor,1.156,,,minor,,0.9699,2.7844,3.879,0.9699,0.7104,0.9025,1.431,0.9873,2.6436,4,4,12.06,24,5,23,77.2,54,0.0144,1.0,8.081,0.5152,1.1517,27.0,39.0,66.0,0,528,189.1,2.54,-1,0.341,sad/depressed,3
sonnet-4.6-thinking,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,Threshold,D,minor,1.041,,,minor,,1.0,2.7776,4.0014,0.8889,0.4286,0.7194,1.846,0.9862,2.725,4,3,11.02,0,0,0,90.0,0,0.0,1.0,8.324,0.9669,1.4552,21.0,36.0,72.0,0,279,100.0,2.33,-1,0.353,sad/depressed,3
sonnet-4.6-thinking,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,Threshold,D,minor,1.199,,,minor,,1.0,2.7097,4.4368,0.941,0.513,0.7408,1.355,0.9509,3.6016,2,1,1.04,0,0,0,90.0,0,0.0,0.9999,12.978,1.0783,1.3345,27.0,45.0,72.0,0,175,106.7,1.37,-1,0.257,sad/depressed,3
kimi-k3,free-form,codegen-sparse,3,20260720_151138__models_13_prompts_1,First Light Through Fog,D,minor,1.208,,,minor,,0.9634,2.9058,4.1324,0.9634,0.5659,0.9178,1.444,0.9655,2.8973,3,2,4.29,20,5,19,74.6,54,0.0,1.0,11.774,0.5294,1.2103,29.0,55.0,72.0,0,324,93.3,2.89,-1,0.409,sad/depressed,3
kimi-k3,free-form,codegen-sparse,4,20260720_151138__models_13_prompts_1,An Echo Asking Itself,D,minor,1.199,,,minor,,0.9749,2.8365,4.4587,0.9749,0.5833,0.9024,1.909,0.971,3.9926,5,4,12.06,48,5,44,78.0,82,0.0,1.0,10.916,0.8516,1.8014,31.0,51.0,72.0,0,345,113.3,2.54,-1,0.374,sad/depressed,3
sonnet-4.6-thinking,free-form,codegen-sparse,2,20260720_151138__models_13_prompts_1,Unfolding,D,minor,1.489,,,minor,,1.0,2.6988,4.3714,0.9365,0.3208,0.7333,1.565,0.9733,3.375,4,3,11.02,0,0,0,90.0,0,0.0,1.0,15.181,1.2105,0.6207,25.0,41.0,,1,189,36.0,2.62,-1,0.644,angry/tense,3
kimi-k3,free-form,codegen-sparse,1,20260720_151138__models_13_prompts_1,Tidal Memory,D,minor,0.988,,,minor,,0.9437,2.981,4.4259,0.9437,0.6074,0.8606,2.32,0.9799,3.149,4,3,7.94,23,4,22,77.5,36,0.0,1.0,9.216,0.6173,1.7549,27.0,39.0,63.0,0,281,99.0,2.7,-1,0.341,sad/depressed,3
sonnet-4.6-thinking,free-form,codegen-sparse,1,20260720_151138__models_13_prompts_1,Gradual Light,D,minor,1.036,,,minor,,1.0,2.7306,3.8183,0.8901,0.505,0.8587,1.613,0.9617,2.6211,3,3,7.94,16,3,14,73.7,54,0.0,1.0,13.116,1.24,1.66,18.0,39.0,66.0,0,191,116.4,1.49,-1,0.236,sad/depressed,3
