model,prompt,mode,sample,batch,title,key_tonic,key_mode,key_confidence,key_declared_tonic,key_declared_mode,key_mode_best,mode_match,scale_consistency,pitch_class_entropy,pitch_entropy,pitch_in_scale_rate,consonance_rate,chord_tone_rate,chord_tonal_distance,structureness,polyphony,n_voices,n_instruments,instrument_rarity,n_dynamic_marks,dynamic_span,dynamic_changes,velocity_mean,dynamics_range,empty_beat_rate,groove_consistency,pitch_interval,ioi,rhythm_entropy,n_pitches_used,pitch_range,tempo_bpm,tempo_defaulted,n_notes,length_seconds,note_density,valence,arousal,affect_quadrant,features_version
deepseek-v4-pro,free-form,codegen-sparse,0,20260720_014910__models_13_prompts_1,Gentle Soliloquy,C,major,1.081,,,major,,1.0,2.7507,3.1808,1.0,,0.9792,2.412,0.9214,1.0,1,1,3.66,3,2,2,81.0,36,0.1705,0.9999,1.914,2.4286,1.5186,11.0,17.0,60.0,0,48,96.0,0.5,1,0.105,serene/content,3
fable-5,free-form,codegen-sparse,1,20260720_014910__models_13_prompts_1,Emergent,E,minor,1.123,,,minor,,1.0,2.6752,4.5701,1.0,0.5949,0.9537,1.966,0.9731,3.6042,3,2,4.69,11,4,10,84.1,54,0.0,1.0,13.509,0.7389,1.5279,30.0,51.0,66.0,0,240,109.1,2.0,-1,0.287,sad/depressed,3
gpt-4.1,free-form,codegen-sparse,1,20260720_014910__models_13_prompts_1,Toward the Inner Horizon,E,minor,1.049,,,minor,,1.0,2.5924,3.6086,1.0,0.6364,0.8052,1.333,0.9117,2.4059,1,1,1.04,7,3,5,49.7,59,0.0492,0.9999,5.097,1.4125,1.0242,16.0,27.0,58.0,0,46,62.6,0.76,-1,0.12,sad/depressed,3
grok-4.3,free-form,codegen-sparse,1,20260720_014910__models_13_prompts_1,Echoes of Computation,A,minor,0.837,,,minor,,1.0,2.75,2.9528,1.0,,0.5,0.0,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,2.898,0.5,0.0,8.0,12.0,,1,128,32.0,2.0,-1,0.582,angry/tense,3
gpt-5.5,free-form,codegen-sparse,1,20260720_014910__models_13_prompts_1,"Inner Weather, Clearer Sky",E,minor,1.408,,,minor,,0.9512,2.9334,4.5647,0.9512,0.4199,0.871,2.783,0.9698,4.8177,6,5,14.91,144,5,60,86.4,81,0.0,1.0,12.049,0.5278,1.7447,33.0,58.0,72.0,0,439,80.0,4.57,-1,0.52,angry/tense,3
qwen3-max,free-form,codegen-sparse,1,20260720_014910__models_13_prompts_1,Quiet Reflections,C,major,1.036,,,major,,1.0,2.6658,3.6753,1.0,0.6,0.9024,2.0,0.6673,3.6667,1,1,1.04,0,0,0,68.9,20,0.0,1.0,7.364,1.6,1.2059,14.0,28.0,,1,15,17.0,0.44,1,0.426,serene/content,3
llama-4-maverick,free-form,codegen-sparse,1,20260720_014910__models_13_prompts_1,Echoes in Harmony,C,major,0.637,,,major,,1.0,1.3093,1.6858,1.0,,1.0,0.4,0.9578,1.0,1,1,1.04,0,0,0,90.0,0,0.0,0.9999,2.286,0.8333,0.4447,4.0,12.0,120.0,0,23,9.2,1.24,1,0.506,happy/excited,3
sonnet-4.6-thinking,free-form,codegen-sparse,0,20260720_014910__models_13_prompts_1,Emergence,D,minor,1.458,,,minor,,1.0,2.7254,4.5642,0.9201,0.2366,0.7389,1.548,0.9676,3.3828,4,3,11.02,0,0,0,90.0,0,0.0,1.0,13.854,1.2525,1.3349,27.0,45.0,66.0,0,288,116.4,2.25,-1,0.312,sad/depressed,3
opus-4.8,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Quiet Searching,C,minor,1.012,,,minor,,0.9767,2.8126,4.1602,0.9767,0.4857,0.8714,2.636,0.9148,4.0,3,2,4.69,3,2,2,67.0,36,0.0,1.0,8.565,1.2941,1.3271,22.0,38.0,66.0,0,61,43.6,1.27,-1,0.214,sad/depressed,3
opus-4.8-thinking,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Quiet Reckoning,D,minor,1.25,,,minor,,1.0,2.6724,4.371,1.0,0.4889,0.8038,1.842,0.9357,3.8188,3,2,2.28,0,0,0,90.0,0,0.0,1.0,12.036,1.5319,1.3164,25.0,43.0,66.0,0,92,72.7,1.15,-1,0.202,sad/depressed,3
deepseek-v4-pro,free-form,codegen-sparse,1,20260720_014910__models_13_prompts_1,A Gentle Unfolding,E,minor,1.289,,,minor,,1.0,2.6459,4.0292,1.0,0.9231,0.9186,1.222,0.91,2.9329,1,1,1.04,2,1,1,60.7,18,0.037,0.9999,5.188,1.8537,1.0861,21.0,36.0,72.0,0,42,66.7,0.53,-1,0.172,sad/depressed,3
kimi-k3,free-form,codegen-sparse,1,20260720_014910__models_13_prompts_1,The Pattern Remembers,D,minor,0.851,,,minor,,0.9802,2.86,4.54,0.8835,0.8837,0.9778,1.745,0.9869,2.9531,3,3,7.94,19,4,17,80.1,36,0.0,1.0,11.551,0.6267,1.6371,31.0,46.0,72.0,0,455,160.0,2.37,-1,0.357,sad/depressed,3
fable-5,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,"Signal, Then Song",A,minor,1.051,,,minor,,0.9618,2.8796,4.5225,0.9618,0.7799,0.9903,1.429,0.9724,3.5069,3,2,4.69,18,3,12,87.0,54,0.0,1.0,13.322,0.875,1.1705,30.0,48.0,72.0,0,288,120.0,2.0,-1,0.32,sad/depressed,3
kimi-k3,free-form,codegen-sparse,0,20260720_014910__models_13_prompts_1,Lanterns on the Water,C,major,0.908,,,major,,0.9802,2.8146,4.3766,0.9802,0.9174,0.9876,2.483,0.9765,3.5667,3,2,4.29,9,4,8,66.6,69,0.0,1.0,12.053,0.5346,1.1318,30.0,53.0,72.0,0,332,100.0,2.77,1,0.397,serene/content,3
gpt-5.5,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Listening for a Signal,D,minor,1.269,,,minor,,0.9683,2.8363,4.7867,0.9683,0.2722,0.8247,2.258,0.963,5.2266,4,4,10.8,20,3,19,64.0,19,0.4267,1.0,13.487,0.6927,1.4576,36.0,53.0,76.0,0,409,176.8,1.83,-1,0.324,sad/depressed,3
grok-4.3,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Persistent Patterns,C,major,0.68,,,major,,1.0,1.9219,2.5219,1.0,,1.0,0.652,1.0,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,9.538,2.4103,0.6548,6.0,24.0,,1,48,48.0,0.5,1,0.432,serene/content,3
deepseek-v4-pro,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Reflections in C Minor,C,minor,1.48,,,minor,,0.913,2.6907,3.9018,0.913,0.4324,0.8462,2.688,0.9452,4.2353,2,1,1.04,10,2,9,84.7,36,0.0,1.0,9.692,1.7778,1.0699,17.0,37.0,,1,54,36.0,0.75,-1,0.457,sad/depressed,3
sonnet-4.6,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Interwoven Thoughts,D,minor,1.466,,,minor,,0.9156,3.0739,4.7122,0.9156,0.4022,0.7492,1.926,0.9684,3.5542,4,3,11.02,0,0,0,90.0,0,0.0,0.9999,14.949,0.9,1.7165,35.0,46.0,,1,237,42.0,2.82,-1,0.664,angry/tense,3
qwen3-max,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Quiet Emergence,C,major,1.164,,,major,,1.0,2.7054,3.75,1.0,0.6667,0.8611,2.5,0.7777,2.6667,2,2,4.29,0,0,0,51.9,25,0.0,1.0,7.29,2.2857,0.7248,15.0,27.0,,1,21,18.0,0.58,1,0.44,serene/content,3
sonnet-4.6-thinking,free-form,codegen-sparse,1,20260720_014910__models_13_prompts_1,Emergence,D,minor,1.378,,,minor,,0.9738,2.7708,4.2836,0.9738,0.6122,0.7833,1.806,0.9311,2.4297,2,1,1.04,0,0,0,90.0,0,0.0,1.0,15.821,1.2784,1.0797,25.0,41.0,72.0,0,166,106.7,1.3,-1,0.25,sad/depressed,3
llama-4-maverick,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Reflective Serenity,C,major,1.304,,,major,,1.0,2.6771,3.3866,1.0,0.0,0.6923,1.333,0.9892,2.2903,1,1,1.04,0,0,0,90.0,0,0.0,1.0,1.906,1.0164,0.5671,12.0,21.0,120.0,0,90,31.5,1.43,1,0.525,happy/excited,3
opus-4.8,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,Quiet Returning,F,major,0.917,,,major,,1.0,2.6833,4.6554,0.9375,0.5,0.8958,2.0,0.9455,5.5357,4,3,6.86,0,0,0,55.5,32,0.0,1.0,12.486,1.2093,1.2408,30.0,59.0,66.0,0,83,50.9,1.48,1,0.235,serene/content,3
opus-4.8-thinking,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,"From Solitude, Warmth",E-,major,0.92,,,major,,1.0,2.7518,4.425,1.0,0.5111,0.8872,2.538,0.9416,4.4107,3,2,4.69,0,0,0,57.3,29,0.0,1.0,10.051,1.2381,0.9467,25.0,45.0,66.0,0,72,50.9,1.29,1,0.216,serene/content,3
sonnet-4.6-thinking,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Liminal,D,minor,1.264,,,minor,,0.9669,2.9185,4.6233,0.9669,0.4343,0.757,2.064,0.9758,2.6383,3,3,11.02,25,5,23,86.5,81,0.0104,1.0,16.207,1.5285,0.813,32.0,48.0,56.0,0,272,205.7,1.42,-1,0.174,sad/depressed,3
fable-5,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,Ostinato for a Brief Existence,E,minor,0.998,,,minor,,1.0,2.7453,4.4119,1.0,0.6897,0.9769,2.377,0.9692,1.4537,3,2,4.69,10,4,9,78.9,36,0.0,1.0,8.653,0.8092,0.4248,27.0,48.0,66.0,0,297,196.4,1.38,-1,0.225,sad/depressed,3
sonnet-4.6,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,Searching at Midnight,A,minor,1.213,,,minor,,0.8603,3.0946,4.7737,0.8603,0.824,0.9144,1.419,0.9378,1.9141,2,1,1.04,7,4,6,85.1,36,0.0,1.0,17.149,0.9538,0.9122,38.0,47.0,72.0,0,229,106.7,1.79,-1,0.299,sad/depressed,3
grok-4.3,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,Echoes of Solitude,C,major,0.796,,,major,,1.0,2.0,2.25,1.0,,0.75,0.0,1.0,1.0,1,1,1.04,0,0,0,70.0,20,0.0,1.0,2.984,1.0,0.0,5.0,12.0,60.0,0,64,64.0,1.0,1,0.155,serene/content,3
qwen3-max,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,Digital Soliloquy,C,major,1.198,,,major,,1.0,2.6912,3.795,1.0,1.0,0.7805,1.733,0.9194,3.043,1,1,1.04,0,0,0,90.0,0,0.1111,1.0,7.029,2.6364,0.6056,19.0,36.0,72.0,0,27,51.7,0.44,1,0.164,serene/content,3
gpt-5.5,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,Recursive Lantern,D,minor,1.319,,,minor,,0.9079,3.0215,5.0023,0.9079,0.3135,0.7831,2.522,0.9482,3.8698,4,4,12.06,16,3,15,92.0,63,0.0,1.0,16.677,0.5,1.0514,44.0,57.0,76.0,0,513,75.8,5.34,-1,0.542,angry/tense,3
llama-4-maverick,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,C Major Ascension,C,major,1.458,,,major,,1.0,1.8527,3.1515,1.0,1.0,0.915,1.119,1.0,1.7348,1,1,1.04,0,0,0,90.0,0,0.0,1.0,6.464,1.4595,0.0196,12.0,36.0,120.0,0,520,337.5,0.77,1,0.459,serene/content,3
opus-4.8,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Quiet Light,D,major,0.9,,,major,,1.0,2.7619,3.9785,1.0,0.587,0.8967,2.533,0.9313,4.0,2,2,2.28,0,0,0,62.3,15,0.0,0.9999,7.935,1.3333,1.1135,18.0,32.0,66.0,0,62,58.2,0.97,1,0.184,serene/content,3
opus-4.8-thinking,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Emergence,A,minor,1.286,,,minor,,1.0,2.7153,4.6815,1.0,0.6458,0.9257,1.697,0.9831,3.2574,4,3,7.94,4,2,2,66.8,36,0.0,1.0,18.508,0.9441,1.263,33.0,56.0,72.0,0,259,113.3,1.9,-1,0.31,sad/depressed,3
deepseek-v4-pro,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,Searching for Light,D,major,1.055,,,major,,0.9878,2.791,4.7479,0.9878,0.631,0.8034,1.826,0.9569,1.8958,2,1,1.04,0,0,0,90.0,0,0.0,1.0,23.926,1.0217,0.4986,33.0,55.0,72.0,0,164,80.0,1.71,1,0.291,serene/content,3
sonnet-4.6,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Emergence,D,minor,1.246,,,minor,,1.0,2.7699,4.1069,0.9084,0.3253,0.6858,1.71,0.9702,2.7734,4,3,11.02,0,0,0,90.0,0,0.0,1.0,10.264,1.2039,1.3625,22.0,39.0,,1,251,64.0,1.96,-1,0.578,angry/tense,3
fable-5,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Emergence,G,minor,0.928,,,minor,,0.9696,2.8176,4.4602,0.9047,0.9091,0.9759,2.057,0.988,3.8785,5,4,10.11,16,4,14,68.0,54,0.0,1.0,9.667,0.5323,1.5404,31.0,48.0,66.0,0,420,130.9,2.92,-1,0.379,sad/depressed,3
gpt-5.5,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Lattice of Breathing Light,D,minor,1.328,,,minor,,0.9605,2.8956,4.9176,0.9605,0.0863,0.6678,2.757,0.992,4.3717,4,4,10.8,4,2,3,63.4,36,0.0,1.0,15.67,0.5343,1.5526,35.0,59.0,72.0,0,653,126.7,4.3,-1,0.52,angry/tense,3
grok-4.3,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Echoes of Logic,A,minor,0.749,,,minor,,1.0,2.5,2.75,1.0,,0.8468,1.818,0.9974,1.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,2.992,1.1176,0.5221,7.0,12.0,,1,124,67.5,0.92,-1,0.474,sad/depressed,3
kimi-k3,free-form,codegen-sparse,2,20260720_014910__models_13_prompts_1,Aperture,D,major,0.989,,,major,,0.9777,2.7698,4.5661,0.9777,0.6376,0.9205,1.793,0.9542,3.2083,4,3,7.94,30,4,28,78.2,81,0.0,1.0,15.479,0.5088,1.0374,35.0,57.0,72.0,0,351,100.0,2.92,1,0.412,serene/content,3
qwen3-max,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Fragments of Thought,C,minor,0.866,,,minor,,0.8817,2.8495,4.2452,0.8817,0.4375,0.7347,0.667,0.8941,4.4286,3,3,7.94,1,0,0,61.7,21,0.0,0.9999,14.587,0.8,1.2318,30.0,46.0,66.0,0,52,25.5,1.86,-1,0.273,sad/depressed,3
llama-4-maverick,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Echoes in Progression,C,major,0.525,,,major,,0.625,3.5535,3.8035,0.625,0.75,0.5,2.0,0.6395,2.0,1,1,1.04,0,0,0,90.0,0,0.0,1.0,4.298,1.0,0.9019,15.0,14.0,120.0,0,32,16.0,1.0,1,0.482,serene/content,3
deepseek-v4-pro,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Longing in G,G,major,0.909,,,major,,1.0,2.7212,3.5795,1.0,0.5778,0.9011,1.6,0.9594,1.9375,2,1,1.04,4,3,3,77.6,54,0.0,1.0,15.1,1.3333,1.508,14.0,40.0,72.0,0,61,53.3,0.95,1,0.215,serene/content,3
sonnet-4.6-thinking,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,Emergence,D,minor,1.361,,,minor,,1.0,2.6619,4.1694,1.0,0.5517,0.786,2.205,0.9693,4.8438,3,3,7.94,33,6,29,79.9,81,0.0,1.0,9.798,1.814,0.5674,27.0,46.0,72.0,0,199,133.3,1.24,-1,0.244,sad/depressed,3
sonnet-4.6-thinking,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,Liminal,D,minor,1.272,,,minor,,0.9486,2.8313,4.3639,0.9486,0.5214,0.8608,1.871,0.9626,3.4375,2,2,4.29,8,4,7,93.4,81,0.0,1.0,15.264,1.0769,0.8217,30.0,50.0,60.0,0,190,128.0,1.48,-1,0.203,sad/depressed,3
kimi-k3,free-form,codegen-sparse,4,20260720_014910__models_13_prompts_1,The Slow Unfolding,D,minor,1.484,,,minor,,0.9518,2.923,4.579,0.9518,0.5743,0.9111,1.935,0.9842,4.5234,5,4,12.06,32,6,31,91.0,63,0.0,1.0,9.948,0.5,1.5164,32.0,46.0,72.0,0,529,106.7,4.13,-1,0.52,angry/tense,3
kimi-k3,free-form,codegen-sparse,3,20260720_014910__models_13_prompts_1,Undertow,D,minor,1.317,,,minor,,0.9486,2.7733,3.963,0.9486,0.7267,0.9507,2.304,0.9692,2.4688,3,2,4.69,18,4,16,79.4,81,0.0,1.0,14.413,0.5,1.1241,25.0,47.0,72.0,0,252,80.0,2.62,-1,0.383,sad/depressed,3
